# laser_power_pct,1
# exposure_time,1.00002
# laser_nm,532.021
# mode,single
pixel_index,raman_shift_cm-1,wavelength_nm,intensity
0,-224.905,525.7304,99.0
1,-221.837,525.8152,99.0
2,-218.771,525.9000,99.0
3,-215.706,525.9848,100.0
4,-212.642,526.0696,99.0
5,-209.579,526.1544,101.0
6,-206.517,526.2391,99.0
7,-203.456,526.3239,99.0
8,-200.397,526.4087,99.0
9,-197.339,526.4934,99.0
10,-194.282,526.5782,100.0
11,-191.227,526.6629,98.0
12,-188.172,526.7476,100.0
13,-185.119,526.8324,99.0
14,-182.067,526.9171,99.0
15,-179.016,527.0018,98.0
16,-175.966,527.0865,98.0
17,-172.918,527.1712,99.0
18,-169.871,527.2559,98.0
19,-166.825,527.3406,99.0
20,-163.780,527.4253,100.0
21,-160.736,527.5100,98.0
22,-157.693,527.5947,98.0
23,-154.652,527.6793,99.0
24,-151.612,527.7640,97.0
25,-148.573,527.8487,99.0
26,-145.535,527.9333,98.0
27,-142.499,528.0180,98.0
28,-139.464,528.1026,99.0
29,-136.429,528.1872,98.0
30,-133.397,528.2719,101.0
31,-130.365,528.3565,100.0
32,-127.334,528.4411,98.0
33,-124.305,528.5257,99.0
34,-121.277,528.6103,98.0
35,-118.250,528.6949,98.0
36,-115.224,528.7795,97.0
37,-112.199,528.8641,97.0
38,-109.176,528.9487,98.0
39,-106.153,529.0332,98.0
40,-103.132,529.1178,100.0
41,-100.112,529.2024,99.0
42,-97.094,529.2869,99.0
43,-94.076,529.3715,98.0
44,-91.060,529.4560,97.0
45,-88.045,529.5405,98.0
46,-85.031,529.6251,100.0
47,-82.018,529.7096,98.0
48,-79.006,529.7941,98.0
49,-75.996,529.8786,99.0
50,-72.987,529.9631,98.0
51,-69.979,530.0476,100.0
52,-66.972,530.1321,99.0
53,-63.966,530.2166,98.0
54,-60.961,530.3011,97.0
55,-57.958,530.3856,98.0
56,-54.956,530.4700,98.0
57,-51.955,530.5545,98.0
58,-48.955,530.6390,99.0
59,-45.956,530.7234,99.0
60,-42.959,530.8078,97.0
61,-39.962,530.8923,99.0
62,-36.967,530.9767,100.0
63,-33.973,531.0611,98.0
64,-30.980,531.1456,100.0
65,-27.989,531.2300,101.0
66,-24.998,531.3144,108.0
67,-22.009,531.3988,100.0
68,-19.021,531.4832,99.0
69,-16.034,531.5676,100.0
70,-13.048,531.6519,100.0
71,-10.063,531.7363,98.0
72,-7.080,531.8207,98.0
73,-4.098,531.9050,99.0
74,-1.116,531.9894,100.0
75,1.864,532.0738,99.0
76,4.842,532.1581,98.0
77,7.820,532.2424,100.0
78,10.797,532.3268,99.0
79,13.772,532.4111,100.0
80,16.746,532.4954,99.0
81,19.719,532.5797,97.0
82,22.691,532.6640,99.0
83,25.662,532.7483,98.0
84,28.631,532.8326,99.0
85,31.599,532.9169,98.0
86,34.567,533.0012,99.0
87,37.533,533.0855,99.0
88,40.498,533.1697,98.0
89,43.461,533.2540,98.0
90,46.424,533.3383,99.0
91,49.385,533.4225,99.0
92,52.346,533.5068,97.0
93,55.305,533.5910,98.0
94,58.263,533.6752,99.0
95,61.219,533.7595,99.0
96,64.175,533.8437,99.0
97,67.130,533.9279,98.0
98,70.083,534.0121,101.0
99,73.035,534.0963,99.0
100,75.986,534.1805,98.0
101,78.936,534.2647,98.0
102,81.885,534.3489,99.0
103,84.832,534.4330,100.0
104,87.779,534.5172,100.0
105,90.724,534.6014,100.0
106,93.668,534.6855,99.0
107,96.611,534.7697,98.0
108,99.553,534.8538,98.0
109,102.494,534.9380,99.0
110,105.433,535.0221,98.0
111,108.372,535.1062,98.0
112,111.309,535.1903,97.0
113,114.245,535.2744,98.0
114,117.180,535.3586,99.0
115,120.114,535.4427,97.0
116,123.047,535.5267,97.0
117,125.978,535.6108,98.0
118,128.909,535.6949,98.0
119,131.838,535.7790,97.0
120,134.766,535.8631,99.0
121,137.693,535.9471,99.0
122,140.619,536.0312,102.0
123,143.544,536.1152,99.0
124,146.467,536.1993,98.0
125,149.390,536.2833,99.0
126,152.311,536.3673,99.0
127,155.231,536.4514,99.0
128,158.150,536.5354,98.0
129,161.068,536.6194,99.0
130,163.985,536.7034,99.0
131,166.901,536.7874,97.0
132,169.815,536.8714,100.0
133,172.729,536.9554,99.0
134,175.641,537.0393,99.0
135,178.552,537.1233,99.0
136,181.462,537.2073,99.0
137,184.371,537.2912,101.0
138,187.279,537.3752,100.0
139,190.185,537.4591,99.0
140,193.091,537.5431,98.0
141,195.995,537.6270,99.0
142,198.898,537.7109,99.0
143,201.800,537.7949,100.0
144,204.701,537.8788,99.0
145,207.601,537.9627,99.0
146,210.500,538.0466,98.0
147,213.397,538.1305,99.0
148,216.294,538.2144,100.0
149,219.189,538.2983,100.0
150,222.083,538.3821,99.0
151,224.976,538.4660,98.0
152,227.868,538.5499,99.0
153,230.759,538.6337,99.0
154,233.649,538.7176,98.0
155,236.537,538.8014,100.0
156,239.425,538.8853,99.0
157,242.311,538.9691,100.0
158,245.196,539.0529,99.0
159,248.081,539.1367,100.0
160,250.964,539.2206,101.0
161,253.845,539.3044,99.0
162,256.726,539.3882,100.0
163,259.606,539.4720,98.0
164,262.484,539.5557,99.0
165,265.362,539.6395,99.0
166,268.238,539.7233,98.0
167,271.113,539.8071,99.0
168,273.987,539.8908,96.0
169,276.860,539.9746,99.0
170,279.732,540.0583,99.0
171,282.603,540.1421,99.0
172,285.472,540.2258,99.0
173,288.341,540.3095,100.0
174,291.208,540.3933,100.0
175,294.075,540.4770,100.0
176,296.940,540.5607,99.0
177,299.804,540.6444,99.0
178,302.667,540.7281,98.0
179,305.529,540.8118,102.0
180,308.389,540.8955,101.0
181,311.249,540.9791,99.0
182,314.108,541.0628,101.0
183,316.965,541.1465,99.0
184,319.821,541.2301,101.0
185,322.676,541.3138,98.0
186,325.531,541.3974,97.0
187,328.384,541.4810,101.0
188,331.235,541.5647,102.0
189,334.086,541.6483,100.0
190,336.936,541.7319,100.0
191,339.785,541.8155,98.0
192,342.632,541.8991,96.0
193,345.478,541.9827,100.0
194,348.324,542.0663,99.0
195,351.168,542.1499,98.0
196,354.011,542.2335,100.0
197,356.853,542.3171,97.0
198,359.694,542.4006,99.0
199,362.534,542.4842,99.0
200,365.372,542.5677,98.0
201,368.210,542.6513,99.0
